Startup,Location,Sector,Date,Amount (US$),Investors,Stage,Debt/Equity,Female co-founder/CEO?,Local founder?,Intnl founder?,Launched?,Accelerator?,Employees,Funding Year
Super Fny,Egypt,ed-tech,January,,EdVentures,Undisclosed,Equity,No,Yes,No,2016,Yes,7,2022
Crafty Workshop,Egypt,ed-tech,January,,EdVentures,Undisclosed,Equity,No,Yes,No,2019,Yes,1,2022
Kouncel,Egypt,ed-tech,March,"280,000.00","Zaldi Capital, the African Development Bank (AfDB), the Academy for Scientific Research and Technology (ASRT), and Egyptian entrepreneurship development project Tanmia wa Tatweer.",Pre-seed,Equity,No,Yes,No,2022,No,1,2022
Sprints,Egypt,ed-tech,April,"1,200,000.00","Alexandria Angels Network and participating members of MED Angels, and also includes AUC Angels, Cubit Ventures,Challenge Fund, EdVentures, Falak Startups, and Cairo Angels.",Seed,Equity,No,Yes,No,2019,Yes,104,2022
Emonovo,Egypt,ed-tech,September,,"strategic angel investors from US, Europe and the MENA region, which also includes follow-on investment from Flat6Labs. ",Bridge,Equity,No,Yes,No,2016,Yes,101,2022
Moringa School,Kenya,ed-tech,June,,Proparco,Pre-Series A,Equity,Yes,No,Yes,2014,No,276,2022
Zeraki,Kenya,ed-tech,August + December,"1,800,000.00","Ardent Capital (August), Acumen, Save the Children Impact Investment Fund, Verdant Frontiers, Logos Ventures, Nairobi Business Angel Network, Angel Investors (December)",Seed,Equity,No,Yes,No,2015,No,98,2022
Jackfruit Finance,Kenya,ed-tech,August,"700,000.00",WeFunder,Undisclosed,Equity,No,Yes,No,2021,No,7,2022
Craydel,Kenya,ed-tech,September,,LoftyInc Capital,Pre-seed,Equity,No,Yes,No,2021,No,32,2022
Excel@Uni,South Africa,ed-tech,February,"315,000.00",E Squared,Undisclosed,Equity,No,Yes,No,2018,Yes,51,2022
Foondamate,South Africa,ed-tech,May,"2,000,000.00","LocalGlobe, Emerge Education, Odunayo Eweniyi via FirstCheckAfrica, Iyin Aboyeji via Future Africa, and LoftyInc, alongside angels from Luno (Marcus Swanepoel) and Justworks (Isaac Oates). ",Seed,Equity,Yes,Yes,No,2020,No,9,2022
Bookt,South Africa,ed-tech,October,,Jozi Angels,Undisclosed,Equity,No,Yes,No,2020,No,12,2022
Kepler,South Africa,ed-tech,,,Launch Africa,Undisclosed,Equity,No,Yes,No,2015,No,12,2022
GoMyCode,Tunisia,ed-tech,June,"8,000,000.00","AfricInvest, through its Cathay AfricInvest Innovation Fund (CAIF) and French-based development finance institution Proparco, Wamda Capital",Series A,Equity,No,Yes,No,2017,No,593,2022
Finbudd,Tunisia,ed-tech,,"65,000.00",Flat6Labs,Undisclosed,Equity,Yes,Yes,No,2021,Yes,4,2022
SmartProf,Morocco,ed-tech,July + November,"160,000.00","Mohammed VI Polytechnic University (UM6P) Startgate and Plug and Play (July), Plug and Play, UM6P Ventures and a couple of angel investors. It is also backed by institutions such as l’École Centrale Casablanca and UM6P startup campus Startgate (November)",Pre-seed,Equity,No,Yes,No,2021,Yes,20,2022
eCampus,Ghana,ed-tech,March,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2015,Yes,10,2022
Sayna,Madagascar,ed-tech,April,"600,000.00","Orange Ventures, Launch Africa Ventures and MAIC Investors Club,",Undisclosed,Equity,Yes,Yes,No,2018,Yes,80,2022
Nithio,Nigeria,energy,January,,Shell Foundation,Undisclosed,Equity,Yes,Yes,Yes,2018,No,23,2022
Powerstove,Nigeria,energy,March,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2018,Yes,6,2022
Westa Solar,Nigeria,energy,May,,African and Austrian Investment Fund for SMEs (AAIF),Undisclosed,Debt,No,No,Yes,2019,No,10,2022
Koolboks,Nigeria,energy,June,"500,000.00",All On,Undisclosed,Equity,No,Yes,No,2018,No,62,2022
SunFi,Nigeria,energy,June,"125,000.00",Norrsken,Undisclosed,Equity,No,Yes,No,2021,Yes,32,2022
Greenage Technologies,Nigeria,energy,June,,All-On,Undisclosed,Equity,No,Yes,No,2018,Yes,6,2022
Beacon Power,Nigeria,energy,August,"2,700,000.00",,Seed,Equity,No,Yes,No,2013,No,29,2022
Gricd,Nigeria,energy,November,"150,000.00",Katapult,Undisclosed,Equity,No,Yes,No,2017,Yes,26,2022
KarmSolar,Egypt,energy,September,,Synergy Consulting,Undisclosed,Equity,No,Yes,No,2011,No,83,2022
Solarise,Kenya,energy,"January, November, December ","37,400,000.00","Energise Africa (January), Facility for Energy Inclusion (FEI),Oikocredit, AfricaGoGreen Fund (November), EDFI ElectriFI (December)",Undisclosed,Equity/debt,No,No,Yes,2017,No,11,2022
Ariya,Kenya,energy,February + November,,Bettervest,Undisclosed,Debt,Yes,Yes,No,2016,No,23,2022
M-KOPA ,Kenya,energy,March,"75,000,000.00","Generation Investment Management and Broadscale Group, with participation from new investors including LocalGlobe’s Latitude Fund and HEPCO Capital Management. M-KOPA’s existing investors, CDC Group** and Lightrock",Undisclosed,Equity,No,No,Yes,2011,No,1471,2022
Solar Panda,Kenya,energy,July,"8,000,000.00",Electrification Finance Initiative (EFDI) and Okicredit,Undisclosed,Equity,No,Yes,No,2021,No,193,2022
Ofgen,Kenya,energy,July,,CFAO Kenya Limited,Undisclosed,Equity,No,Yes,No,2013,No,29,2022
Powwater,Kenya,energy,November,"2,100,000.00",,Pre-seed,Equity,No,Yes,No,2018,No,23,2022
Gridless ,Kenya,energy,December,"2,000,000.00","Stillmark and Block, Inc., in addition to pre-seed round led by Factor[e]",Seed,Equity,Yes,Yes,No,2022,No,2,2022
Hohm Energy,South Africa,energy,August,,Future Africa,Undisclosed,Equity,No,Yes,No,2019,No,18,2022
WattNow,Tunisia,energy,March,"1,300,000.00","Katapult Climate, a Norwegian climate impact fund, and local VC firm 216 Capital. It also features Launch Africa Ventures, Cross Boundary, and the Oman Technology Fund, the latter of which is a previous investor in Wattnow alongside the likes of Flat6Labs and Kepple Africa Ventures.",Pre-Series A,Equity,No,Yes,No,2018,Yes,19,2022
WaterSec,Tunisia,energy,December,"65,000.00",Flat6Labs,Undisclosed,Equity,Yes,Yes,No,2021,Yes,6,2022
Redavia,Ghana,energy,January,,Energise Africa,Undisclosed,Debt,No,Yes,Yes,2010,No,27,2022
Solerchil,Uganda,energy,August,"300,000.00",Sufishent,Pre-seed,Equity,No,Yes,No,2020,No,0,2022
RDG Collective,Zambia,energy,October,"2,000,000.00",EDFI ElectriFi,Undisclosed,Equity,No,Yes,No,2018,No,15,2022
SolarX,Mali,energy,July + October,"5,500,000.00","Energy Access Ventures (July), FMO (October)",Series A / Series B,Equity,No,Yes,Yes,2018,No,15,2022
Easy Solar,Sierra Leone,energy,April,"5,000,000.00",Facility of Energy Inclusion’s Off-Grid Energy Access Fund (“FEI-OGEF”,Undisclosed,Debt,Yes,Yes,Yes,2016,No,96,2022
ThriveAgric,Nigeria,agri-tech,March,"56,400,000.00",,Undisclosed,Debt,Yes,Yes,No,2017,Yes,264,2022
Farmerline,Nigeria,agri-tech,April,"14,400,000.00","Acumen Resilient Agriculture Fund (ARAF) and FMO, Greater Impact Foundation, Oiko Credit, DEG, Rabobank, Ceniarth, Rippleworks, Mulago Foundation, Whole Planet Foundation, Netri Foundation and Kiva. ",Pre-Series A,Equity/debt,No,Yes,No,2013,Yes,77,2022
Hello Tractor,Nigeria,agri-tech,May,"1,000,000.00",Heifer International,Undisclosed,Debt,No,Yes,No,2014,Yes,48,2022
Crop2Cash,Nigeria,agri-tech,May,,Katapult,Undisclosed,Equity,No,Yes,No,2018,Yes,24,2022
Rural Farmers Hub,Nigeria,agri-tech,June,"520,000.00",Startupbootcamp AfriTech,Pre-seed,Equity,No,Yes,No,2019,Yes,17,2022
Vetsark,Nigeria,agri-tech,November,"150,000.00",Katapult,Undisclosed,Equity,No,Yes,No,2018,Yes,11,2022
Winich Farms,Nigeria,agri-tech,,,Founders Factory Africa,Pre-Seed,Equity,No,Yes,No,2018,Yes,10,2022
FreshSource,Egypt,agri-tech,February,,"4DX Ventures, Wamda",Seed,Equity,Yes,Yes,No,2019,Yes,8,2022
Kwanza Tukule,Kenya,agri-tech,February,,DOB Equity together with Elea Foundation and A to Z Impact,Undisclosed,Equity,Yes,Yes,No,2019,No,13,2022
Apollo Agriculture,Kenya,agri-tech,March,"40,000,000.00","Softbank Vision Fund 2, Chan Zuckerberg Initiative, Yara Growth Ventures, Endeavor Catalyst, CDC, and existing investors including Anthemis Exponential Ventures, Flourish Ventures, Leaps by Bayer, SBI, Breyer Capital and TO Ventures Food.",Series B,Equity,No,No,Yes,2016,No,612,2022
iProcure,Kenya,agri-tech,August,"10,200,000.00","Investisseurs & Partenaires (I&P) and also saw participation from Novastar Ventures, British International Investment (BII), and Ceniarth",Series B,Equity/debt,No,No,Yes,2013,Yes,130,2022
GrowAgric,Kenya,agri-tech,November,"150,000.00",Katapult,Undisclosed,Equity,No,Yes,No,2020,Yes,5,2022
Stable Foods,Kenya,agri-tech,November,"600,000.00",Acumen Resilient Agriculture Fund (ARAF) and Mercy Corps Ventures,Undisclosed,Equity,Yes,Yes,Yes,2021,Yes,4,2022
Aquarech,Kenya,agri-tech,November,,Katapult,Undisclosed,Equity,No,Yes,No,2018,Yes,11,2022
Nile,South Africa,agri-tech,May,"5,100,000.00","Naspers Foundry, Platform Investment Partners, Raba Capital and Base Capital",Undisclosed,Equity,No,Yes,No,2020,No,10,2022
Pixelblue (Homefarm),South Africa,agri-tech,August,"95,000.00",CapaciTech,Seed,Equity,No,Yes,No,2016,No,10,2022
Livestock Wealth,South Africa,agri-tech,October,"550,000.00",Mineworkers Investment Company (MIC),Undisclosed,Equity,No,Yes,No,2015,No,21,2022
Beekeeper,Tunisia,agri-tech,November,"640,000.00","216 Capital Ventures, with participation from business angels including Ibrahim Al-Rashid, co-founder of Saudi Arabia-based Resorts Holding, and Bridging Angels. Dammam BioTech Valley, Startup Tunisia, TAQADAM and OQAL Angel Investors Network, have also provided investment, grants, and mentoring. ",Seed,Equity,No,Yes,No,2020,No,2,2022
Sand to Green,Morocco,agri-tech,November,"150,000.00",Katapult,Undisclosed,Equity,No,Yes,Yes,2021,Yes,6,2022
Wami Agro,Ghana,agri-tech,August,"200,000.00",Wangara Green Ventures,Undisclosed,Equity,No,Yes,No,2019,No,10,2022
Agrocenta,Ghana,agri-tech,,"120,000.00",Techstars,Undisclosed,Equity,No,Yes,No,2016,Yes,17,2022
Inputi,Uganda,agri-tech,October,,Renew Capital,Undisclosed,Equity,No,Yes,No,2020,No,16,2022
AkelloBanker,Uganda,agri-tech,October,,Renew Capital,Undisclosed,Equity,No,Yes,No,2015,Yes,11,2022
Treepz,Nigeria,transport,February,"150,000.00",SOSV,Undisclosed,Equity,No,Yes,No,2019,Yes,72,2022
MAX,Nigeria,transport,,"24,000,000.00",,Undisclosed,Equity,No,Yes,No,2015,Yes,305,2022
Driveme,Nigeria,transport,June,,"Niche Capital, FM Capital, Angel investors",Pre-seed,Equity,No,Yes,No,2019,No,18,2022
Swvl,Egypt,transport,February,"21,500,000.00",European Bank for Reconstruction and Development (EBRD),Undisclosed,Equity,No,Yes,No,2017,Yes,981,2022
Shift EV,Egypt,transport,April,,"Union Square Ventures, Algebra Ventures and Wamda, all of whom participated in its seed round last year. They were also joined by the Oman Technology Fund (OTF). ",Series A,Equity,No,Yes,No,2020,No,51,2022
Seater,Egypt,transport,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2018,Yes,23,2022
Fuelin,Egypt,transport,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2021,Yes,3,2022
BasiGo,Kenya,transport,February + November,"10,900,000.00","Novastar Ventures with participation from several Silicon Valley investors, including Moxxie Ventures, Nimble Partners, Spring Ventures, Climate Capital, and Third Derivative (February), Toyota Tsusho; Trucks VC, a transportation-focused venture capital fund in Silicon Valley; and Novastar Ventures, a global VC supporting entrepreneurs transforming markets in Africa. It also includes investment from Moxxie Ventures, My Climate Journey (MCJ), Susquehanna Foundation, Keiki Capital, and OnCapital (November)",Seed,Equity,No,Yes,No,2021,No,10,2022
GoMetro,South Africa,transport,May,"1,000,000.00","Kalon Venture Partners, Hlayisani Capital, Tritech Global, 4Decades Capital, and E Squared Investments",Seed,Equity,No,Yes,No,2012,Yes,41,2022
Green Scooter,South Africa,transport,July,,Aions Creative Technology,Undisclosed,Equity,No,Yes,No,2016,Yes,12,2022
Freterium,Tunisia,transport,February,"4,000,000.00","Partech Africa, Y Combinator, Flexport, CDG, Swiss Founders Fund, Outlierz Ventures, and Angel investors",Seed,Equity,No,Yes,No,2018,Yes,31,2022
Bako Motors,Tunisia,transport,December,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2021,Yes,17,2022
POGO,Morocco,transport,,,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2021,Yes,8,2022
SolarTaxi,Ghana,transport,July,,Persistent,Undisclosed,Equity,No,Yes,No,2018,No,57,2022
Garage Mobility,Ghana,transport,July,"500,000.00",Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,14,2022
Easy Matatu,Uganda,transport,October,,Renew Capital,Undisclosed,Equity,Yes,Yes,No,2019,Yes,33,2022
Tirhal,Sudan,transport,,,"Launch Africa, and Angel investors",Seed,Equity,No,Yes,No,2016,No,173,2022
GoZem,Togo,transport,June,,IFC,Undisclosed,Equity,No,Yes,No,2018,No,340,2022
M Auto,Togo,transport,June,,Africa Transformation and Industrialization Fund (ATIF),Undisclosed,Equity,No,Yes,No,2013,No,30,2022
Mobility for Africa,Zimbabwe,transport,December,,InfraCo Africa,Undisclosed,Equity,Yes,Yes,No,2018,No,13,2022
Appload,Mozambique,transport,June,"125,000.00",Norrsken,Undisclosed,Equity,No,Yes,No,2019,Yes,6,2022
GoodTalent,Nigeria,recruitment and HR,May,"25,000.00",The Baobab Network,Undisclosed,Equity,Yes,Yes,No,2020,Yes,14,2022
Raenest,Nigeria,recruitment and HR,,"120,000.00","Ventures Platform, Seedstars, TCVP, Ajim Capital, and other top African VCs and Angels, Techstars",Undisclosed,Equity,No,Yes,No,2021,Yes,12,2022
LaborHack,Nigeria,recruitment and HR,November,"120,000.00",Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,4,2022
Orglance,Egypt,recruitment and HR,July,,IBM,Undisclosed,Equity,No,Yes,No,2022,Yes,1,2022
Lyrise,Egypt,recruitment and HR,,,Launch Africa,Undisclosed,Equity,No,Yes,No,2019,No,30,2022
Lyrise,Egypt,recruitment and HR,,"120,000.00",Techstars,Undisclosed,Equity,No,Yes,No,2019,Yes,33,2022
Wamly,South Africa,recruitment and HR,January,,Knife Capital,Series A,Equity,No,Yes,No,2018,No,7,2022
Hackup,Tunisia,recruitment and HR,December,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2021,Yes,8,2022
Ijeni,Tunisia,recruitment and HR,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2019,Yes,9,2022
Jobop,Morocco,recruitment and HR,,"1,000,000.00","Azur Innovation Fund, with participation from Plug and Play Ventures and business angels",Seed,Equity,No,Yes,No,2021,Yes,4,2022
SociumJob,Senegal,recruitment and HR,August,"1,000,000.00","Breega, Teranga Capital, Kima Ventures, Techmind, and Evolem Start. Business angels such as Julien Guth (Managing Partner of Beenok) and Dimitri Farber (Co-founder of Tiller)",Undisclosed,Equity,No,Yes,No,2021,Yes,23,2022
Fixa,Rwanda,recruitment and HR,June,"125,000.00",Norrsken,Undisclosed,Equity,No,Yes,No,2020,Yes,7,2022
Jem,South Africa,recruitment and HR,,,Launch Africa,Undisclosed,Equity,Yes,Yes,No,2020,No,36,2022
TechieMatter,Egypt,recruitment and HR,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2019,Yes,24,2022
Babrizk,Egypt,recruitment and HR,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2021,Yes,1,2022
SeamlessHR,Nigeria,recruitment and HR,January,"10,000,000.00","TLcom Capital and also featuring Capria Ventures as well as existing investors Lateral Frontier Ventures, Enza Capital and Ingressive Capital, and several strategic private investors. ",Series A,Equity,No,Yes,No,2018,No,101,2022
SAmAS Gamify,Egypt,recruitment and HR,February,"150,000.00",SoftEQ Venture Studio USA,Pre-seed,Equity,No,Yes,No,2021,No,1,2022
Opus Analytics,Egypt,recruitment and HR,May,"25,000.00",The Baobab Network,Undisclosed,Equity,Yes,Yes,No,2021,Yes,2,2022
FaidiHR,Kenya,recruitment and HR,August,,SprintX,Undisclosed,Equity,No,Yes,No,2018,Yes,7,2022
Workpay,Kenya,recruitment and HR,,,Launch Africa,Undisclosed,Equity,No,Yes,No,2017,Yes,61,2022
CompariSure,South Africa,AI/IoT,January,"980,000.00",HAVAÍC and featuring 4Di Capital,Pre-Series A,Equity,No,Yes,No,2017,No,16,2022
The Awareness Company,South Africa,AI/IoT,February,,Microsoft,Undisclosed,Equity,Yes,Yes,No,2018,Yes,7,2022
Zindi,South Africa,AI/IoT,February,"1,000,000.00","Shakti VC, along with Launch Africa Ventures, Founders Factory Africa, and five35",Seed,Equity,Yes,Yes,No,2018,No,56,2022
InstaDeep,Tunisia,AI/IoT,January,"100,000,000.00","Alpha Intelligence Capital together with CDIB. Other investors in the round include BioNTech, Chimera Abu Dhabi, Deutsche Bahn’s DB Digital Ventures, Google, G42 and Synergie. ",Series B,Equity,No,Yes,No,2014,No,172,2022
Synapse Analytics,Egypt,AI/IoT,June,"2,000,000.00","Egypt Ventures, Cloudera’s Founder, Amr Awadallah, and Africa Platforms' Founder, Simon Rowlands,",Pre-Series A,Equity,No,Yes,No,2018,No,50,2022
CardoO,Egypt,AI/IoT,October,"660,000.00","The Alexandria Angels, with participation from Sofico Investments, angel investors from Saudi Arabia, and the European Bank for Reconstruction and Development (EBRD).",Seed,Equity,No,Yes,No,2018,No,20,2022
Proctor,Egypt,AI/IoT,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2022,Yes,1,2022
Katteb,Egypt,AI/IoT,,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2021,Yes,6,2022
Locstat,South Africa,AI/IoT,April,,Grindstone Ventures,Undisclosed,Equity,No,Yes,No,2016,Yes,12,2022
DataProphet,South Africa,AI/IoT,August,"4,000,000.00",Knife Capital,Series A,Equity,No,Yes,No,2014,Yes,51,2022
Intellinexus,South Africa,AI/IoT,December,,CodiumX,Undisclosed,Equity,No,Yes,No,2016,No,29,2022
Sens,South Africa,AI/IoT,,,Launch Africa,Undisclosed,Equity,Yes,Yes,No,2021,No,3,2022
Bqube Its,Tunisia,AI/IoT,December,"65,000.00",Flat6Labs,Undisclosed,Equity,No,Yes,No,2017,Yes,9,2022
Aza Petrolsolutions,Morocco,AI/IoT,July,"296,000.00",Maroc Numeric Fund II,Undisclosed,Equity,Yes,Yes,No,2020,No,10,2022
Hemicube,Morocco,AI/IoT,,,212 Founders / CDG,Undisclosed,Equity,No,Yes,No,2018,Yes,13,2022
SLM Impact Finance,Morocco,AI/IoT,,,212 Founders / CDG,Undisclosed,Equity,Yes,Yes,No,2019,Yes,2,2022
Afritrack,Tanzania,AI/IoT,,,Launch Africa,Undisclosed,Equity,No,Yes,No,2017,No,24,2022
Spleet,Nigeria,prop-tech,March + October,"3,225,000.00","MetaProp VC, and also including Future Africa, FEDHA Capital, VFD Group, Moonshot VC, HoaQ, Squarefoot CEO Jonathan Wassersturm, Flutterwave CEO Olugbenga ‘GB’ Agboola, and others (March), MaC Venture Capital. Other investors include Noemis Ventures, Plug and Play Ventures, Assembly Fund, Ajim Capital, Francis Fund, and other angel investors. Existing investors from Spleet’s pre-seed round, Metaprop VC and HoaQ Fund, also participated in this round (October)",Pre-seed/seed,Equity,Yes,Yes,No,2018,Yes,32,2022
Seso Global,Nigeria,prop-tech,June,,"Adaverse, EMURGO, EVG Ventures, Kepple Africa Ventures, Moabi Group, Rising Tide Africa",Undisclosed,Equity,Yes,Yes,Yes,2017,Yes,20,2022
SmallSmall,Nigeria,prop-tech,October,"3,000,000.00","Techstars, Oyster VC, Asymmetry Ventures, Vivaz and Niche Capital. Meanwhile, individual angels such as Sean Fannan of Chartboost, Adam Meghji of Universe, Jimmy Ku of Flutterwave, Samir Goel and Wemimo Abbey of Esusu, Jason Njoku of Iroko and Tunde Kara of Vendease participated. ",Seed,Equity/debt,Yes,Yes,No,2018,Yes,17,2022
Landlord Heaven,Nigeria,prop-tech,October,,Ardent Capital,Undisclosed,Equity,No,Yes,No,2020,No,4,2022
VENCO,Nigeria,prop-tech,December,"670,000.00","Zrosk Investment Management, with participation from other strategic investors including Voltron Capital, Decimal Point Ventures, Fast Forward Fund, Tayo Oviosu (CEO of Paga), Odun Eweniyi (COO of Piggyvest), Oo Nwoye, Desigan Chinniah, Dakar Network Angels and Viktoria Business Angel Network. ",Pre-seed,Equity,No,Yes,No,2022,No,26,2022
